Cas_Sekundy,Cas_Hodiny,PriemernyCasVSysteme,PriemerneCakanieOsetrenie,RadSanitka,RadSamostatne
300847.0263787462,83.56861843854061,1961.7458450940612,581.2729499980436,0,0
302650.05889838265,84.06946080510629,1962.4321321730988,581.1478965256103,0,0
304265.3878677002,84.51816329658338,1962.312242456969,580.9435935678187,0,0
306039.6708073642,85.01101966871228,1961.1621662018301,581.051940284897,0,0
307956.135536036,85.54337098223222,1961.4075315741122,581.1513208615879,0,0
309607.6402826574,86.00212230073816,1961.1704084258051,580.8127699262965,1,0
311644.2339099254,86.56784275275706,1960.489667776101,581.3034954063373,0,0
313570.825963733,87.10300721214806,1960.6897572720268,581.0027314303294,0,0
315061.3775313166,87.5170493142546,1960.9125672598245,580.5593195711213,0,0
316820.1332062851,88.00559255730143,1960.7920569852274,580.2491877466492,4,1
318869.4078786967,88.5748355218602,1962.116698840314,583.9215138013046,0,0
320536.0053484461,89.03777926345724,1969.1692633279326,586.4587310046429,0,0
322228.20396460645,89.5078344346129,1968.8206685775526,586.3364618399598,0,0
324031.69013305346,90.00880281473707,1967.58860478687,586.2453390682781,0,0
326005.3237382186,90.55703437172738,1967.3791058876504,585.5785680330623,0,0
327678.1076602893,91.02169657230257,1966.9939571614668,585.1012296775662,0,0
329550.4933288426,91.54180370245628,1966.9002697689402,584.8754881278745,0,0
331205.1328805997,92.00142580016659,1966.1043163370769,584.5291529698338,0,1
333016.51133510313,92.50458648197309,1966.9814361088013,585.6715170501085,0,0
334832.9635008137,93.0091565280038,1968.2366677226794,586.1241491116723,0,0
336815.5707642284,93.55988076784122,1967.8230520595985,585.9189548079146,0,0
338446.22200944746,94.01283944706874,1966.7522097171754,585.6077659218528,0,0
340487.42307199317,94.57983974222033,1966.326658158694,585.385225972452,0,0
342032.8305661181,95.00911960169948,1966.0192705013226,585.1785235833277,0,0
343902.8909947812,95.52858083188367,1965.1926888667297,584.7443568845614,0,0
345669.60338597343,96.01933427388151,1964.6597332223953,584.6532648073298,0,0
347409.83467668557,96.50273185463487,1963.8534071693664,584.6153711209136,0,0
349342.43249412754,97.0395645817021,1964.0116990373235,584.7048155858857,0,0
351044.68862029695,97.51241350563804,1963.5256134802426,584.1927359974871,0,0
353096.4771614076,98.08235476705767,1961.933821287385,583.9003062701651,0,0
354672.0159728686,98.52000443690794,1961.9065740425951,583.724064145824,0,0
356451.84471190616,99.01440130886282,1961.3150269159185,583.6318182616793,0,0
358530.3754857042,99.59177096825117,1961.3943156593973,583.5312245773308,0,0
360129.0401500183,100.03584448611619,1960.8821329225443,583.4619345402764,0,0
361881.203838419,100.52255662178305,1959.2179496635954,583.1486898799469,0,0
363698.8843068285,101.02746786300791,1959.0443039096012,583.2853425896267,0,0
365423.99446130736,101.50666512814094,1957.4449178771451,582.425999423603,0,0
367431.51962530485,102.06431100702912,1956.8886226697616,581.8104157722321,0,0
369170.53074488405,102.54736965135668,1956.7357523825613,582.3570003623552,0,0
370882.6744221097,103.02296511725268,1957.785462365839,581.9839350673969,0,0
372742.62485217256,103.53961801449238,1958.3955537335785,582.5693904948084,0,0
374571.4222568014,104.04761729355594,1958.8028260969481,582.971901809566,0,0
376252.29814529244,104.51452726258124,1958.5293176199693,582.7648780921496,0,0
378015.7337109899,105.00437047527497,1958.1650081999965,582.5091118989135,0,0
379905.5259370455,105.52931276029042,1957.925224384172,582.2368719935442,0,0
381660.9943947415,106.01694288742819,1957.5622241011617,581.883180195793,0,0
383494.1395781799,106.52614988282775,1957.5926461833897,582.3153515179876,1,0
385720.0591221962,107.14446086727673,1957.9105439319937,582.3633566377531,0,0
387040.9398342294,107.51137217617483,1958.2194379891737,582.3176869111355,0,0
389039.65760359616,108.06657155655449,1957.4552607275702,581.6919462938953,0,0
390850.923592763,108.56970099798973,1956.8141461946911,581.1279973521578,0,0
392466.83782762085,109.01856606322802,1956.8218466586425,580.8852033210777,0,0
394279.0115106548,109.52194764184856,1956.7704729093418,580.9986479112107,0,0
396007.62581756385,110.00211828265662,1957.359274415456,580.7502416257074,0,0
397960.24193426437,110.54451164840677,1957.6526659000237,580.621831445069,0,0
399701.9897402134,111.02833048339261,1957.267709545854,580.5272522783845,0,0
401413.9511225422,111.50387531181728,1957.6442850422618,580.7969343935628,1,1
403262.65449802723,112.01740402722979,1958.6258536817136,582.7538544863284,0,0
405028.3177382777,112.50786603841048,1959.5337058514697,582.6175349632438,0,0
407252.8617963758,113.12579494343771,1958.6528875194188,582.4295833459457,0,0
408682.19248177303,113.52283124493695,1958.9044727889127,582.1769844914652,0,0
410482.9108453884,114.02303079038568,1958.3044637761782,582.2332767446699,0,0
